date,train_id,reason
2019_05_05,4245,no departures
2019_05_05,4229,no departures
2019_05_05,7800,empty file
2019_05_05,7200,empty file
2019_05_05,4227,no departures
2019_05_05,4233,no departures
2019_05_05,4267,no departures
2019_05_05,4269,no departures
2019_05_05,4235,no departures
2019_05_05,4257,no departures
2019_05_05,4259,no departures
2019_05_05,4261,no departures
2019_05_05,4225,no departures
2019_05_05,7205,empty file
2019_05_05,7805,empty file
2019_05_05,4247,no departures
2019_05_05,4223,no departures
2019_05_05,4241,no departures
2019_05_05,4183,no departures
2019_05_05,4263,no departures
2019_05_05,4255,no departures
2019_05_05,4237,no departures
2019_05_05,4253,no departures
2019_05_05,0069,empty file
2019_05_05,5512,no departures
2019_05_05,4265,no departures
2019_05_05,4231,no departures
2019_05_06,7880,empty file
2019_05_06,7887,empty file
2019_05_06,6909,empty file
2019_05_06,4201,empty file
2019_05_06,6907,empty file
2019_05_06,4177,no departures
2019_05_06,4141,no departures
2019_05_06,4179,no departures
2019_05_06,4115,no departures
2019_05_06,4123,no departures
2019_05_06,4147,no departures
2019_05_06,4149,no departures
2019_05_06,4171,no departures
2019_05_06,4125,no departures
2019_05_06,4113,no departures
2019_05_06,4131,no departures
2019_05_06,4109,no departures
2019_05_06,4107,no departures
2019_05_06,4153,no departures
2019_05_06,4705,empty file
2019_05_06,0509,empty file
2019_05_06,4165,no departures
2019_05_06,4139,no departures
2019_05_06,4101,no departures
2019_05_06,4137,no departures
2019_05_06,4163,no departures
2019_05_06,4155,no departures
2019_05_06,4279,empty file
2019_05_06,4202,empty file
2019_05_06,7876,empty file
2019_05_06,0439,no departures
2019_05_06,7885,empty file
2019_05_06,7276,empty file
2019_05_06,4111,no departures
2019_05_06,4785,empty file
2019_05_06,4127,no departures
2019_05_06,4173,no departures
2019_05_06,4145,no departures
2019_05_06,4121,no departures
2019_05_06,4119,no departures
2019_05_06,4117,no departures
2019_05_06,4143,no departures
2019_05_06,4181,no departures
2019_05_06,4175,no departures
2019_05_06,3716,no departures
2019_05_06,4157,no departures
2019_05_06,4159,no departures
2019_05_06,4398,empty file
2019_05_06,4161,no departures
2019_05_06,4135,no departures
2019_05_06,4103,no departures
2019_05_06,4167,no departures
2019_05_06,4151,no departures
2019_05_06,4169,no departures
2019_05_06,5447,no departures
2019_05_06,4105,no departures
2019_05_06,4133,no departures
2019_05_06,A98,no departures
2019_05_06,5753,no departures
2019_05_07,4113,no departures
2019_05_07,4125,no departures
2019_05_07,4171,no departures
2019_05_07,4149,no departures
2019_05_07,4147,no departures
2019_05_07,4123,no departures
2019_05_07,4115,no departures
2019_05_07,4141,no departures
2019_05_07,4183,no departures
2019_05_07,5432,no departures
2019_05_07,4155,no departures
2019_05_07,4163,no departures
2019_05_07,4137,no departures
2019_05_07,4139,no departures
2019_05_07,4165,no departures
2019_05_07,4153,no departures
2019_05_07,4107,no departures
2019_05_07,4109,no departures
2019_05_07,4131,no departures
2019_05_07,4175,no departures
2019_05_07,4143,no departures
2019_05_07,5455,no departures
2019_05_07,4117,no departures
2019_05_07,4119,no departures
2019_05_07,4121,no departures
2019_05_07,4145,no departures
2019_05_07,4173,no departures
2019_05_07,4127,no departures
2019_05_07,4111,no departures
2019_05_07,1111,no departures
2019_05_07,4133,no departures
2019_05_07,5447,no departures
2019_05_07,4105,no departures
2019_05_07,4169,no departures
2019_05_07,4151,no departures
2019_05_07,4167,no departures
2019_05_07,5441,no departures
2019_05_07,4135,no departures
2019_05_07,4161,no departures
2019_05_07,4398,empty file
2019_05_07,4159,no departures
2019_05_07,4157,no departures
2019_05_08,4133,no departures
2019_05_08,A639,empty file
2019_05_08,4105,no departures
2019_05_08,4169,no departures
2019_05_08,4151,no departures
2019_05_08,4167,no departures
2019_05_08,4103,no departures
2019_05_08,5441,no departures
2019_05_08,4135,no departures
2019_05_08,4398,empty file
2019_05_08,4161,no departures
2019_05_08,4159,no departures
2019_05_08,4157,no departures
2019_05_08,1159,no departures
2019_05_08,3297,empty file
2019_05_08,4175,no departures
2019_05_08,4181,no departures
2019_05_08,4143,no departures
2019_05_08,4117,no departures
2019_05_08,4119,no departures
2019_05_08,4121,no departures
2019_05_08,4145,no departures
2019_05_08,4173,no departures
2019_05_08,4127,no departures
2019_05_08,4111,no departures
2019_05_08,4155,no departures
2019_05_08,4163,no departures
2019_05_08,4137,no departures
2019_05_08,4101,no departures
2019_05_08,4139,no departures
2019_05_08,4165,no departures
2019_05_08,2406,no departures
2019_05_08,4153,no departures
2019_05_08,4107,no departures
2019_05_08,4109,no departures
2019_05_08,4131,no departures
2019_05_08,0877,no departures
2019_05_08,3850,no departures
2019_05_08,3293,empty file
2019_05_08,5451,no departures
2019_05_08,4113,no departures
2019_05_08,4125,no departures
2019_05_08,4171,no departures
2019_05_08,4149,no departures
2019_05_08,4147,no departures
2019_05_08,4123,no departures
2019_05_08,4115,no departures
2019_05_08,4179,no departures
2019_05_08,4141,no departures
2019_05_08,4177,no departures
2019_05_09,3297,empty file
2019_05_09,5730,no departures
2019_05_09,4157,no departures
2019_05_09,4159,no departures
2019_05_09,4161,no departures
2019_05_09,4398,empty file
2019_05_09,4135,no departures
2019_05_09,5441,no departures
2019_05_09,4167,no departures
2019_05_09,4151,no departures
2019_05_09,4169,no departures
2019_05_09,4105,no departures
2019_05_09,A639,empty file
2019_05_09,4133,no departures
2019_05_09,4111,no departures
2019_05_09,4127,no departures
2019_05_09,4173,no departures
2019_05_09,4145,no departures
2019_05_09,4121,no departures
2019_05_09,4119,no departures
2019_05_09,4117,no departures
2019_05_09,4143,no departures
2019_05_09,4175,no departures
2019_05_09,3293,empty file
2019_05_09,0417,no departures
2019_05_09,4131,no departures
2019_05_09,4109,no departures
2019_05_09,4107,no departures
2019_05_09,4153,no departures
2019_05_09,4165,no departures
2019_05_09,4139,no departures
2019_05_09,4137,no departures
2019_05_09,4163,no departures
2019_05_09,4155,no departures
2019_05_09,4183,no departures
2019_05_09,5403,no departures
2019_05_09,4141,no departures
2019_05_09,4115,no departures
2019_05_09,4123,no departures
2019_05_09,4147,no departures
2019_05_09,4149,no departures
2019_05_09,4171,no departures
2019_05_09,4125,no departures
2019_05_09,5451,no departures
2019_05_09,4113,no departures
2019_05_09,1113,no departures
2019_05_10,A20,no departures
2019_05_10,4179,no departures
2019_05_10,4141,no departures
2019_05_10,4177,no departures
2019_05_10,4123,no departures
2019_05_10,4115,no departures
2019_05_10,4171,no departures
2019_05_10,4149,no departures
2019_05_10,4147,no departures
2019_05_10,4113,no departures
2019_05_10,5451,no departures
2019_05_10,4125,no departures
2019_05_10,4107,no departures
2019_05_10,4109,no departures
2019_05_10,4131,no departures
2019_05_10,4165,no departures
2019_05_10,4153,no departures
2019_05_10,4137,no departures
2019_05_10,4101,no departures
2019_05_10,4139,no departures
2019_05_10,4155,no departures
2019_05_10,4163,no departures
2019_05_10,3984,no departures
2019_05_10,3293,empty file
2019_05_10,4127,no departures
2019_05_10,4111,no departures
2019_05_10,4145,no departures
2019_05_10,4173,no departures
2019_05_10,4117,no departures
2019_05_10,4119,no departures
2019_05_10,4121,no departures
2019_05_10,4181,no departures
2019_05_10,4175,no departures
2019_05_10,4143,no departures
2019_05_10,4161,no departures
2019_05_10,4159,no departures
2019_05_10,4157,no departures
2019_05_10,4103,no departures
2019_05_10,4135,no departures
2019_05_10,4169,no departures
2019_05_10,4151,no departures
2019_05_10,4167,no departures
2019_05_10,4133,no departures
2019_05_10,A639,empty file
2019_05_10,4105,no departures
2019_05_10,A97,no departures
2019_05_10,3297,empty file
2019_05_10,A98,no departures
2019_05_11,A19,no departures
2019_05_11,4780,empty file
2019_05_11,4201,no departures
2019_05_11,4237,no departures
2019_05_11,4263,no departures
2019_05_11,4255,no departures
2019_05_11,4231,no departures
2019_05_11,4253,no departures
2019_05_11,4265,no departures
2019_05_11,4247,no departures
2019_05_11,4271,no departures
2019_05_11,4225,no departures
2019_05_11,7834,no departures
2019_05_11,4277,no departures
2019_05_11,4241,no departures
2019_05_11,4279,no departures
2019_05_11,4223,no departures
2019_05_11,0509,no departures
2019_05_11,4267,no departures
2019_05_11,4269,no departures
2019_05_11,4233,no departures
2019_05_11,2108,no departures
2019_05_11,4257,no departures
2019_05_11,3882,empty file
2019_05_11,4259,no departures
2019_05_11,4261,no departures
2019_05_11,4235,no departures
2019_05_11,4221,no departures
2019_05_11,4219,no departures
2019_05_11,4243,no departures
2019_05_11,4275,no departures
2019_05_11,4229,no departures
2019_05_11,2112,no departures
2019_05_11,4227,no departures
2019_05_11,4273,no departures
2019_05_11,4245,no departures
2019_05_11,A639,empty file
2019_05_11,1875,no departures
2019_05_12,A20,no departures
2019_05_12,1875,no departures
2019_05_12,4229,no departures
2019_05_12,7800,empty file
2019_05_12,7200,empty file
2019_05_12,4227,no departures
2019_05_12,5503,empty file
2019_05_12,1701,empty file
2019_05_12,4245,no departures
2019_05_12,4221,no departures
2019_05_12,4219,no departures
2019_05_12,7201,empty file
2019_05_12,7801,empty file
2019_05_12,4243,no departures
2019_05_12,5534,no departures
2019_05_12,4257,no departures
2019_05_12,4259,no departures
2019_05_12,4261,no departures
2019_05_12,4235,no departures
2019_05_12,4267,no departures
2019_05_12,4269,no departures
2019_05_12,4233,no departures
2019_05_12,A2260,no departures
2019_05_12,4241,no departures
2019_05_12,4223,no departures
2019_05_12,4247,no departures
2019_05_12,5530,no departures
2019_05_12,4225,no departures
2019_05_12,7205,empty file
2019_05_12,7805,empty file
2019_05_12,2110,no departures
2019_05_12,4231,no departures
2019_05_12,4253,no departures
2019_05_12,0069,empty file
2019_05_12,5524,no departures
2019_05_12,4265,no departures
2019_05_12,4237,no departures
2019_05_12,4263,no departures
2019_05_12,4255,no departures
2019_05_12,A90,empty file
2019_05_13,6944,empty file
2019_05_13,5736,missing state
2019_05_13,5753,no departures
2019_05_13,4169,no departures
2019_05_13,4151,no departures
2019_05_13,4167,no departures
2019_05_13,4133,no departures
2019_05_13,4105,no departures
2019_05_13,4398,empty file
2019_05_13,4161,no departures
2019_05_13,4159,no departures
2019_05_13,4157,no departures
2019_05_13,4103,no departures
2019_05_13,5441,no departures
2019_05_13,4135,no departures
2019_05_13,4117,no departures
2019_05_13,0544,empty file
2019_05_13,4119,no departures
2019_05_13,4121,no departures
2019_05_13,4175,no departures
2019_05_13,4181,no departures
2019_05_13,4143,no departures
2019_05_13,4127,no departures
2019_05_13,4785,empty file
2019_05_13,4111,no departures
2019_05_13,4145,no departures
2019_05_13,4173,no departures
2019_05_13,4202,empty file
2019_05_13,7276,empty file
2019_05_13,7885,empty file
2019_05_13,7876,empty file
2019_05_13,7883,empty file
2019_05_13,5757,no departures
2019_05_13,4279,empty file
2019_05_13,4137,no departures
2019_05_13,4101,no departures
2019_05_13,4139,no departures
2019_05_13,4155,no departures
2019_05_13,4163,no departures
2019_05_13,4107,no departures
2019_05_13,4109,no departures
2019_05_13,4131,no departures
2019_05_13,4165,no departures
2019_05_13,0509,empty file
2019_05_13,4153,no departures
2019_05_13,4705,empty file
2019_05_13,4171,no departures
2019_05_13,4149,no departures
2019_05_13,4147,no departures
2019_05_13,4113,no departures
2019_05_13,4125,no departures
2019_05_13,4179,no departures
2019_05_13,4141,no departures
2019_05_13,4183,no departures
2019_05_13,4177,no departures
2019_05_13,4123,no departures
2019_05_13,4115,no departures
2019_05_13,6907,empty file
2019_05_13,4201,empty file
2019_05_13,6909,empty file
2019_05_13,7887,empty file
2019_05_13,7880,empty file
2019_05_13,A90,empty file
2019_05_13,1786,empty file
2019_05_14,4143,no departures
2019_05_14,4175,no departures
2019_05_14,4121,no departures
2019_05_14,4119,no departures
2019_05_14,4117,no departures
2019_05_14,5409,no departures
2019_05_14,4173,no departures
2019_05_14,4145,no departures
2019_05_14,4111,no departures
2019_05_14,4127,no departures
2019_05_14,4105,no departures
2019_05_14,5447,no departures
2019_05_14,4133,no departures
2019_05_14,4167,no departures
2019_05_14,4151,no departures
2019_05_14,4169,no departures
2019_05_14,4135,no departures
2019_05_14,5441,no departures
2019_05_14,4157,no departures
2019_05_14,4159,no departures
2019_05_14,4161,no departures
2019_05_14,4398,empty file
2019_05_14,0049,no departures
2019_05_14,4125,no departures
2019_05_14,4113,no departures
2019_05_14,4147,no departures
2019_05_14,4149,no departures
2019_05_14,4171,no departures
2019_05_14,4115,no departures
2019_05_14,4123,no departures
2019_05_14,1061,no departures
2019_05_14,4141,no departures
2019_05_14,4163,no departures
2019_05_14,4155,no departures
2019_05_14,4139,no departures
2019_05_14,4137,no departures
2019_05_14,4153,no departures
2019_05_14,4165,no departures
2019_05_14,4131,no departures
2019_05_14,4109,no departures
2019_05_14,A90,empty file
2019_05_14,4107,no departures
2019_05_15,4127,no departures
2019_05_15,4111,no departures
2019_05_15,4145,no departures
2019_05_15,4173,no departures
2019_05_15,4117,no departures
2019_05_15,4119,no departures
2019_05_15,4121,no departures
2019_05_15,4175,no departures
2019_05_15,4181,no departures
2019_05_15,4143,no departures
2019_05_15,A20,
2019_05_15,3297,empty file
2019_05_15,4398,empty file
2019_05_15,3720,no departures
2019_05_15,4161,no departures
2019_05_15,4159,no departures
2019_05_15,4157,no departures
2019_05_15,4103,no departures
2019_05_15,5441,no departures
2019_05_15,4135,no departures
2019_05_15,4169,no departures
2019_05_15,4151,no departures
2019_05_15,4167,no departures
2019_05_15,4133,no departures
2019_05_15,A639,empty file
2019_05_15,4105,no departures
2019_05_15,4179,no departures
2019_05_15,4141,no departures
2019_05_15,4183,no departures
2019_05_15,4177,no departures
2019_05_15,4123,no departures
2019_05_15,4115,no departures
2019_05_15,4171,no departures
2019_05_15,4149,no departures
2019_05_15,4147,no departures
2019_05_15,5451,no departures
2019_05_15,4113,no departures
2019_05_15,4125,no departures
2019_05_15,3293,empty file
2019_05_15,A90,empty file
2019_05_15,4107,no departures
2019_05_15,4109,no departures
2019_05_15,4131,no departures
2019_05_15,4165,no departures
2019_05_15,4153,no departures
2019_05_15,4137,no departures
2019_05_15,4101,no departures
2019_05_15,4139,no departures
2019_05_15,4155,no departures
2019_05_15,4163,no departures
2019_05_16,4137,no departures
2019_05_16,4139,no departures
2019_05_16,4155,no departures
2019_05_16,4163,no departures
2019_05_16,4107,no departures
2019_05_16,4109,no departures
2019_05_16,4131,no departures
2019_05_16,4165,no departures
2019_05_16,4153,no departures
2019_05_16,A172,missing state
2019_05_16,3293,empty file
2019_05_16,4171,no departures
2019_05_16,4149,no departures
2019_05_16,4147,no departures
2019_05_16,4113,no departures
2019_05_16,5451,no departures
2019_05_16,4125,no departures
2019_05_16,4141,no departures
2019_05_16,4123,no departures
2019_05_16,4115,no departures
2019_05_16,4169,no departures
2019_05_16,4151,no departures
2019_05_16,4167,no departures
2019_05_16,4133,no departures
2019_05_16,A639,empty file
2019_05_16,4105,no departures
2019_05_16,4398,empty file
2019_05_16,4161,no departures
2019_05_16,4159,no departures
2019_05_16,4157,no departures
2019_05_16,4135,no departures
2019_05_16,3297,empty file
2019_05_16,A90,empty file
2019_05_16,A98,no departures
2019_05_16,4117,no departures
2019_05_16,4119,no departures
2019_05_16,4121,no departures
2019_05_16,4175,no departures
2019_05_16,4143,no departures
2019_05_16,4127,no departures
2019_05_16,4111,no departures
2019_05_16,4145,no departures
2019_05_16,4173,no departures
2019_05_17,3293,empty file
2019_05_17,4153,no departures
2019_05_17,4165,no departures
2019_05_17,4131,no departures
2019_05_17,4109,no departures
2019_05_17,4107,no departures
2019_05_17,4163,no departures
2019_05_17,4155,no departures
2019_05_17,A20,no departures
2019_05_17,4139,no departures
2019_05_17,4101,no departures
2019_05_17,4137,no departures
2019_05_17,4115,no departures
2019_05_17,4123,no departures
2019_05_17,4177,no departures
2019_05_17,4183,no departures
2019_05_17,4141,no departures
2019_05_17,4179,no departures
2019_05_17,4125,no departures
2019_05_17,4113,no departures
2019_05_17,5451,no departures
2019_05_17,4147,no departures
2019_05_17,3708,no departures
2019_05_17,4149,no departures
2019_05_17,4171,no departures
2019_05_17,3297,empty file
2019_05_17,4135,no departures
2019_05_17,5441,no departures
2019_05_17,4103,no departures
2019_05_17,4157,no departures
2019_05_17,4159,no departures
2019_05_17,4161,no departures
2019_05_17,4105,no departures
2019_05_17,A639,empty file
2019_05_17,4133,no departures
2019_05_17,4167,no departures
2019_05_17,4151,no departures
2019_05_17,4169,no departures
2019_05_17,4173,no departures
2019_05_17,4145,no departures
2019_05_17,5454,no departures
2019_05_17,4111,no departures
2019_05_17,A90,empty file
2019_05_17,4127,no departures
2019_05_17,4143,no departures
2019_05_17,4181,no departures
2019_05_17,4175,no departures
2019_05_17,4121,no departures
2019_05_17,A98,no departures
2019_05_17,4119,no departures
2019_05_17,4117,no departures
2019_05_18,4257,no departures
2019_05_18,5516,no departures
2019_05_18,4259,no departures
2019_05_18,4261,no departures
2019_05_18,4235,no departures
2019_05_18,4267,no departures
2019_05_18,4269,no departures
2019_05_18,4233,no departures
2019_05_18,A90,empty file
2019_05_18,A639,empty file
2019_05_18,4229,no departures
2019_05_18,4227,no departures
2019_05_18,3297,empty file
2019_05_18,4273,no departures
2019_05_18,4245,no departures
2019_05_18,4221,no departures
2019_05_18,4219,no departures
2019_05_18,4243,no departures
2019_05_18,4275,no departures
2019_05_18,4231,no departures
2019_05_18,4253,no departures
2019_05_18,4265,no departures
2019_05_18,4201,no departures
2019_05_18,4237,no departures
2019_05_18,4263,no departures
2019_05_18,4255,no departures
2019_05_18,4780,empty file
2019_05_18,A66,
2019_05_18,4760,empty file
2019_05_18,4277,no departures
2019_05_18,4241,no departures
2019_05_18,4279,no departures
2019_05_18,4223,no departures
2019_05_18,5508,no departures
2019_05_18,4247,no departures
2019_05_18,5506,no departures
2019_05_18,4271,no departures
2019_05_18,4225,no departures
2019_05_19,4233,no departures
2019_05_19,4269,no departures
2019_05_19,4267,no departures
2019_05_19,4235,no departures
2019_05_19,4261,no departures
2019_05_19,4259,no departures
2019_05_19,4257,no departures
2019_05_19,4243,no departures
2019_05_19,7801,empty file
2019_05_19,4219,no departures
2019_05_19,7201,empty file
2019_05_19,4221,no departures
2019_05_19,4245,no departures
2019_05_19,5503,empty file
2019_05_19,1701,empty file
2019_05_19,7200,empty file
2019_05_19,4227,no departures
2019_05_19,4229,no departures
2019_05_19,7800,empty file
2019_05_19,1875,no departures
2019_05_19,4255,no departures
2019_05_19,4263,no departures
2019_05_19,4237,no departures
2019_05_19,4265,no departures
2019_05_19,0069,empty file
2019_05_19,4253,no departures
2019_05_19,A66,no departures
2019_05_19,4231,no departures
2019_05_19,7805,empty file
2019_05_19,7205,empty file
2019_05_19,4225,no departures
2019_05_19,4247,no departures
2019_05_19,7260,no departures
2019_05_19,4223,no departures
2019_05_19,4241,no departures
2019_05_19,4760,empty file
2019_05_20,0509,empty file
2019_05_20,4165,no departures
2019_05_20,4705,empty file
2019_05_20,4153,no departures
2019_05_20,4107,no departures
2019_05_20,4131,no departures
2019_05_20,4109,no departures
2019_05_20,4155,no departures
2019_05_20,4163,no departures
2019_05_20,4137,no departures
2019_05_20,4139,no departures
2019_05_20,4101,no departures
2019_05_20,4279,empty file
2019_05_20,4697,empty file
2019_05_20,7880,empty file
2019_05_20,7887,empty file
2019_05_20,0067,no departures
2019_05_20,6907,empty file
2019_05_20,6909,empty file
2019_05_20,4201,empty file
2019_05_20,4123,no departures
2019_05_20,4115,no departures
2019_05_20,4141,no departures
2019_05_20,4179,no departures
2019_05_20,4183,no departures
2019_05_20,4177,no departures
2019_05_20,4113,no departures
2019_05_20,4125,no departures
2019_05_20,4149,no departures
2019_05_20,4171,no departures
2019_05_20,4147,no departures
2019_05_20,4103,no departures
2019_05_20,4135,no departures
2019_05_20,4159,no departures
2019_05_20,4161,no departures
2019_05_20,4398,empty file
2019_05_20,4157,no departures
2019_05_20,4133,no departures
2019_05_20,4105,no departures
2019_05_20,4151,no departures
2019_05_20,4169,no departures
2019_05_20,4167,no departures
2019_05_20,6944,empty file
2019_05_20,1739,empty file
2019_05_20,6320,no departures
2019_05_20,7276,empty file
2019_05_20,7285,empty file
2019_05_20,7876,empty file
2019_05_20,7885,empty file
2019_05_20,4202,empty file
2019_05_20,4145,no departures
2019_05_20,4173,no departures
2019_05_20,4127,no departures
2019_05_20,4785,empty file
2019_05_20,4111,no departures
2019_05_20,4175,no departures
2019_05_20,4181,no departures
2019_05_20,4143,no departures
2019_05_20,0544,empty file
2019_05_20,4117,no departures
2019_05_20,4121,no departures
2019_05_20,4119,no departures
2019_05_21,3850,no departures
2019_05_21,A90,empty file
2019_05_21,4139,no departures
2019_05_21,4137,no departures
2019_05_21,4163,no departures
2019_05_21,4155,no departures
2019_05_21,4109,no departures
2019_05_21,4131,no departures
2019_05_21,4107,no departures
2019_05_21,3712,no departures
2019_05_21,4153,no departures
2019_05_21,4165,no departures
2019_05_21,4147,no departures
2019_05_21,4171,no departures
2019_05_21,4149,no departures
2019_05_21,4125,no departures
2019_05_21,4113,no departures
2019_05_21,4141,no departures
2019_05_21,4115,no departures
2019_05_21,4123,no departures
2019_05_21,0435,no departures
2019_05_21,4167,no departures
2019_05_21,4169,no departures
2019_05_21,4151,no departures
2019_05_21,4105,no departures
2019_05_21,4133,no departures
2019_05_21,4157,no departures
2019_05_21,4398,empty file
2019_05_21,4161,no departures
2019_05_21,4159,no departures
2019_05_21,4135,no departures
2019_05_21,4119,no departures
2019_05_21,4121,no departures
2019_05_21,4117,no departures
2019_05_21,4143,no departures
2019_05_21,4175,no departures
2019_05_21,4111,no departures
2019_05_21,4127,no departures
2019_05_21,4173,no departures
2019_05_21,4145,no departures
2019_05_22,A90,empty file
2019_05_22,4111,no departures
2019_05_22,4127,no departures
2019_05_22,4173,no departures
2019_05_22,5409,no departures
2019_05_22,4145,no departures
2019_05_22,4119,no departures
2019_05_22,4121,no departures
2019_05_22,4117,no departures
2019_05_22,4143,no departures
2019_05_22,4181,no departures
2019_05_22,4175,no departures
2019_05_22,4157,no departures
2019_05_22,4398,empty file
2019_05_22,4161,no departures
2019_05_22,4159,no departures
2019_05_22,4135,no departures
2019_05_22,4103,no departures
2019_05_22,4167,no departures
2019_05_22,4169,no departures
2019_05_22,4151,no departures
2019_05_22,4105,no departures
2019_05_22,4133,no departures
2019_05_22,A639,empty file
2019_05_22,3297,empty file
2019_05_22,A94,missing state
2019_05_22,4177,no departures
2019_05_22,4183,no departures
2019_05_22,4179,no departures
2019_05_22,4141,no departures
2019_05_22,4115,no departures
2019_05_22,4123,no departures
2019_05_22,4147,no departures
2019_05_22,4171,no departures
2019_05_22,4149,no departures
