date,train_id,reason
2018_03_24,0684,empty file
2018_03_24,0442,empty file
2018_03_24,3888,empty file
2018_03_24,4780,empty file
2018_03_25,1701,empty file
2018_03_25,5503,empty file
2018_03_25,7200,empty file
2018_03_25,7800,empty file
2018_03_25,7801,empty file
2018_03_25,7201,empty file
2018_03_25,7805,empty file
2018_03_25,7205,empty file
2018_03_25,0069,empty file
2018_03_25,4652,empty file
2018_03_26,6907,empty file
2018_03_26,4201,empty file
2018_03_26,6909,empty file
2018_03_26,7887,empty file
2018_03_26,7880,empty file
2018_03_26,5155x,empty file
2018_03_26,0745,empty file
2018_03_26,A65,empty file
2018_03_26,0509,empty file
2018_03_26,4705,empty file
2018_03_26,4279,empty file
2018_03_26,4202,empty file
2018_03_26,7276,empty file
2018_03_26,7885,empty file
2018_03_26,7876,empty file
2018_03_26,7883,empty file
2018_03_26,0544,empty file
2018_03_26,0746,empty file
2018_03_26,4785,empty file
2018_03_26,0707,empty file
2018_03_26,4398,empty file
2018_03_26,0709,empty file
2018_03_26,A89,missing state
2018_03_26,1739,empty file
2018_03_26,6944,empty file
2018_03_27,4652,empty file
2018_03_27,A90,no departures
2018_03_27,0069,empty file
2018_03_27,3856,missing state
2018_03_27,7205,empty file
2018_03_27,7805,empty file
2018_03_27,A66,empty file
2018_03_27,2101,empty file
2018_03_27,7800,empty file
2018_03_27,7200,empty file
2018_03_27,5503,empty file
2018_03_27,1701,empty file
2018_03_27,7201,empty file
2018_03_27,7801,empty file
2018_03_27,4398,empty file
2018_03_28,4398,empty file
2018_03_28,A639,empty file
2018_03_28,3297,empty file
2018_03_28,A92,no departures
2018_03_28,3293,empty file
2018_03_29,3297,empty file
2018_03_29,A639,empty file
2018_03_29,4398,empty file
2018_03_29,A20,no departures
2018_03_29,A89,no departures
2018_03_29,A92,empty file
2018_03_29,3293,empty file
2018_03_30,3293,empty file
2018_03_30,A639,empty file
2018_03_30,3297,empty file
2018_03_31,4780,empty file
2018_03_31,A54,no departures
2018_03_31,A639,empty file
2018_04_01,7201,empty file
2018_04_01,7801,empty file
2018_04_01,7800,empty file
2018_04_01,7200,empty file
2018_04_01,5503,empty file
2018_04_01,1701,empty file
2018_04_01,7205,empty file
2018_04_01,7805,empty file
2018_04_01,7633,no departures
2018_04_01,A92,empty file
2018_04_01,7272,no departures
2018_04_01,4652,empty file
2018_04_01,0069,empty file
2018_04_02,7880,empty file
2018_04_02,7887,empty file
2018_04_02,6909,empty file
2018_04_02,4201,empty file
2018_04_02,6907,empty file
2018_04_02,0745,empty file
2018_04_02,4705,empty file
2018_04_02,0509,empty file
2018_04_02,4279,empty file
2018_04_02,A186,no departures
2018_04_02,7876,empty file
2018_04_02,7885,empty file
2018_04_02,7276,empty file
2018_04_02,4202,empty file
2018_04_02,4785,empty file
2018_04_02,0746,empty file
2018_04_02,0544,empty file
2018_04_02,0709,empty file
2018_04_02,0707,empty file
2018_04_02,4398,empty file
2018_04_02,6944,empty file
2018_04_02,A184,
2018_04_03,A186,no departures
2018_04_03,A184,
2018_04_03,4398,empty file
2018_04_04,A98,no departures
2018_04_04,3293,empty file
2018_04_04,3834,missing state
2018_04_04,A639,empty file
2018_04_04,4398,empty file
2018_04_04,3836,missing state
2018_04_04,3297,empty file
2018_04_04,A80,
2018_04_05,3293,empty file
2018_04_05,3737,no departures
2018_04_05,3886,no departures
2018_04_05,3889,no departures
2018_04_05,3297,empty file
2018_04_05,4398,empty file
2018_04_05,A639,empty file
2018_04_06,A639,empty file
2018_04_06,3297,empty file
2018_04_06,A92,
2018_04_06,A20,no departures
2018_04_06,3293,empty file
2018_04_07,A639,empty file
2018_04_07,4780,empty file
2018_04_08,7205,empty file
2018_04_08,7805,empty file
2018_04_08,4652,empty file
2018_04_08,0069,empty file
2018_04_08,7826,missing state
2018_04_08,7800,empty file
2018_04_08,7200,empty file
2018_04_08,1701,empty file
2018_04_08,5503,empty file
2018_04_08,7201,empty file
2018_04_08,7801,empty file
2018_04_09,4279,empty file
2018_04_09,0509,empty file
2018_04_09,4705,empty file
2018_04_09,0745,empty file
2018_04_09,6907,empty file
2018_04_09,4201,empty file
2018_04_09,6909,empty file
2018_04_09,7887,empty file
2018_04_09,7880,empty file
2018_04_09,1739,empty file
2018_04_09,6944,empty file
2018_04_09,0707,empty file
2018_04_09,4398,empty file
2018_04_09,0709,empty file
2018_04_09,0544,empty file
2018_04_09,0746,empty file
2018_04_09,4785,empty file
2018_04_09,4202,empty file
2018_04_09,7276,empty file
2018_04_09,7885,empty file
2018_04_09,7876,empty file
2018_04_09,7883,empty file
2018_04_10,4398,empty file
2018_04_10,A92,no departures
2018_04_11,A2171,no departures
2018_04_11,3297,empty file
2018_04_11,4398,empty file
2018_04_11,A639,empty file
2018_04_11,A2173,no departures
2018_04_11,3293,empty file
2018_04_11,A175,no departures
2018_04_12,3293,empty file
2018_04_12,A639,empty file
2018_04_12,4398,empty file
2018_04_12,3297,empty file
2018_04_13,3293,empty file
2018_04_13,3297,empty file
2018_04_13,A639,empty file
2018_04_13,A20,no departures
2018_04_14,A98,no departures
2018_04_14,4780,empty file
2018_04_14,8599,empty file
2018_04_14,A639,empty file
2018_04_14,3297,empty file
2018_04_14,0077,missing state
2018_04_15,0069,empty file
2018_04_15,4652,empty file
2018_04_15,7205,empty file
2018_04_15,7805,empty file
2018_04_15,7201,empty file
2018_04_15,7801,empty file
2018_04_15,1701,empty file
2018_04_15,7800,empty file
2018_04_15,7200,empty file
2018_04_16,0709,empty file
2018_04_16,4398,empty file
2018_04_16,0707,empty file
2018_04_16,A98,no departures
2018_04_16,6944,empty file
2018_04_16,A2122,no departures
2018_04_16,7883,empty file
2018_04_16,4202,empty file
2018_04_16,5543,empty file
2018_04_16,7876,empty file
2018_04_16,7885,empty file
2018_04_16,7276,empty file
2018_04_16,4785,empty file
2018_04_16,0746,empty file
2018_04_16,0544,empty file
2018_04_16,A92,
2018_04_16,4705,empty file
2018_04_16,0509,empty file
2018_04_16,4279,empty file
2018_04_16,7880,empty file
2018_04_16,7887,empty file
2018_04_16,A2172,no departures
2018_04_16,6909,empty file
2018_04_16,4201,empty file
2018_04_16,6907,empty file
2018_04_16,A20,no departures
2018_04_16,A80,no departures
2018_04_16,0745,empty file
2018_04_17,3898,missing state
2018_04_17,A55,no departures
2018_04_17,4398,empty file
2018_04_17,A138,empty file
2018_04_17,3866,missing state
2018_04_18,3293,empty file
2018_04_18,A639,empty file
2018_04_18,4398,empty file
2018_04_18,A90,empty file
2018_04_18,3297,empty file
2018_04_19,3293,empty file
2018_04_19,A92,
2018_04_19,3297,empty file
2018_04_19,4398,empty file
2018_04_19,A90,no departures
2018_04_19,A639,empty file
2018_04_20,A639,empty file
2018_04_20,A20,no departures
2018_04_20,3297,empty file
2018_04_20,3293,empty file
2018_04_20,5403,empty file
2018_04_21,7836,missing state
2018_04_21,A639,empty file
2018_04_21,5539,
2018_04_21,A65,no departures
2018_04_21,4780,empty file
2018_04_22,0069,empty file
2018_04_22,4652,empty file
2018_04_22,A20,no departures
2018_04_22,7805,empty file
2018_04_22,7205,empty file
2018_04_22,7801,empty file
2018_04_22,7201,empty file
2018_04_22,1701,empty file
2018_04_22,7200,empty file
2018_04_22,7800,empty file
2018_04_23,0745,empty file
2018_04_23,A.174,empty file
2018_04_23,7887,empty file
2018_04_23,7880,empty file
2018_04_23,4201,empty file
2018_04_23,6909,empty file
2018_04_23,6907,empty file
2018_04_23,4279,empty file
2018_04_23,4705,empty file
2018_04_23,0509,empty file
2018_04_23,0746,empty file
2018_04_23,4785,empty file
2018_04_23,0544,empty file
2018_04_23,7883,empty file
2018_04_23,7885,empty file
2018_04_23,7876,empty file
2018_04_23,7276,empty file
2018_04_23,4202,empty file
2018_04_23,5543,empty file
2018_04_23,5503,empty file
2018_04_23,6944,empty file
2018_04_23,0709,empty file
2018_04_23,0707,empty file
2018_04_23,4398,empty file
2018_04_24,A.174,empty file
2018_04_24,4398,empty file
2018_04_24,A90,no departures
2018_04_25,3293,empty file
2018_04_25,3297,empty file
2018_04_25,A639,empty file
2018_04_25,4398,empty file
2018_04_26,A20,no departures
2018_04_26,4398,empty file
2018_04_26,A639,empty file
2018_04_26,3297,empty file
2018_04_26,A92,no departures
2018_04_26,3293,empty file
2018_04_27,A80,no departures
2018_04_27,3862,missing state
2018_04_27,3297,empty file
2018_04_27,A639,empty file
2018_04_27,5403,empty file
2018_04_27,3293,empty file
2018_04_28,A90,empty file
2018_04_28,1101,empty file
2018_04_28,0074,empty file
2018_04_28,0080,empty file
2018_04_28,0073,empty file
2018_04_28,0072,empty file
2018_04_28,0075,empty file
2018_04_28,4780,empty file
2018_04_28,A639,empty file
2018_04_28,0070,empty file
2018_04_28,0077,empty file
2018_04_28,0078,empty file
2018_04_28,0082,empty file
2018_04_28,3297,empty file
2018_04_28,0076,empty file
2018_04_28,0071,empty file
2018_04_28,9179,missing state
2018_04_28,A80,empty file
2018_04_29,5531,empty file
2018_04_29,5537,empty file
2018_04_29,5539,empty file
2018_04_29,7205,empty file
2018_04_29,7805,empty file
2018_04_29,A65,empty file
2018_04_29,4652,empty file
2018_04_29,9175,empty file
2018_04_29,9181,empty file
2018_04_29,9174,empty file
2018_04_29,9173,empty file
2018_04_29,5525,empty file
2018_04_29,7800,empty file
2018_04_29,7200,empty file
2018_04_29,1701,empty file
2018_04_29,5535,empty file
2018_04_29,7201,empty file
2018_04_29,7801,empty file
2018_04_29,5533,empty file
2018_04_29,5527,empty file
2018_04_29,5529,empty file
2018_04_29,9176,empty file
2018_04_29,9182,empty file
2018_04_29,9171,empty file
2018_04_29,9178,empty file
2018_04_29,9179,empty file
2018_04_29,9170,empty file
2018_04_30,7883,empty file
2018_04_30,7276,empty file
2018_04_30,7876,empty file
2018_04_30,7885,empty file
2018_04_30,5543,empty file
2018_04_30,4202,empty file
2018_04_30,9141,empty file
2018_04_30,4785,empty file
2018_04_30,0746,empty file
2018_04_30,0544,empty file
2018_04_30,0707,empty file
2018_04_30,4398,empty file
2018_04_30,0709,empty file
2018_04_30,6944,empty file
2018_04_30,5503,empty file
2018_04_30,7880,empty file
2018_04_30,7887,empty file
2018_04_30,6907,empty file
2018_04_30,6909,empty file
2018_04_30,4201,empty file
2018_04_30,0745,empty file
2018_04_30,A674,empty file
2018_04_30,0509,empty file
2018_04_30,4705,empty file
2018_04_30,4279,empty file
2018_05_01,4398,empty file
2018_05_01,3293,empty file
2018_05_02,3293,empty file
2018_05_02,A80,no departures
2018_05_02,A90,empty file
2018_05_02,3297,empty file
2018_05_02,A639,empty file
2018_05_02,4398,empty file
2018_05_03,A66,
2018_05_03,3293,empty file
2018_05_03,A90,
2018_05_03,A98,no departures
2018_05_03,4398,empty file
2018_05_03,A639,empty file
2018_05_03,3297,empty file
2018_05_04,3293,empty file
2018_05_04,1101,empty file
2018_05_04,A92,no departures
2018_05_04,3297,empty file
2018_05_04,A639,empty file
2018_05_05,1879,missing state
2018_05_05,7669,missing state
2018_05_05,7261,missing state
2018_05_05,1729,missing state
2018_05_05,A20,no departures
2018_05_05,4780,empty file
2018_05_05,A639,empty file
2018_05_05,0077,missing state
2018_05_05,A90,empty file
2018_05_06,1701,empty file
2018_05_06,5503,empty file
2018_05_06,7200,empty file
2018_05_06,7800,empty file
2018_05_06,7801,empty file
2018_05_06,7201,empty file
2018_05_06,0069,empty file
2018_05_06,4652,empty file
2018_05_06,A90,empty file
2018_05_06,7805,empty file
2018_05_06,7205,empty file
2018_05_07,7885,empty file
2018_05_07,7876,empty file
2018_05_07,7276,empty file
2018_05_07,4202,empty file
2018_05_07,0544,empty file
2018_05_07,A94,missing state
2018_05_07,0746,empty file
2018_05_07,4785,empty file
2018_05_07,0709,empty file
2018_05_07,0707,empty file
2018_05_07,4398,empty file
2018_05_07,6944,empty file
2018_05_07,4201,empty file
2018_05_07,6909,empty file
2018_05_07,6907,empty file
2018_05_07,7887,empty file
2018_05_07,7880,empty file
2018_05_07,0745,empty file
2018_05_07,4705,empty file
2018_05_07,0509,empty file
2018_05_07,3266,missing state
2018_05_07,4279,empty file
2018_05_08,4398,empty file
2018_05_08,3278,no departures
2018_05_09,3293,empty file
2018_05_09,3292,no departures
2018_05_09,4398,empty file
2018_05_09,A639,empty file
2018_05_09,3297,empty file
2018_05_10,3297,empty file
2018_05_10,4398,empty file
2018_05_10,A639,empty file
2018_05_10,3293,empty file
2018_05_11,A94,no departures
2018_05_11,A2170,no departures
2018_05_11,A92,empty file
2018_05_11,A639,empty file
2018_05_11,A652,no departures
2018_05_11,A184,
2018_05_11,A148,no departures
2018_05_11,3896,no departures
2018_05_11,3297,empty file
2018_05_11,A134,no departures
2018_05_11,A2172,no departures
2018_05_11,3949,no departures
2018_05_11,3860,no departures
2018_05_11,3293,empty file
2018_05_12,4780,empty file
2018_05_12,6931,missing state
2018_05_12,3297,empty file
2018_05_12,A639,empty file
2018_05_12,A652,empty file
2018_05_12,A90,empty file
2018_05_13,7205,empty file
2018_05_13,7805,empty file
2018_05_13,0069,empty file
2018_05_13,4652,empty file
2018_05_13,7201,empty file
2018_05_13,7801,empty file
2018_05_13,A90,empty file
2018_05_13,5503,empty file
2018_05_13,1701,empty file
2018_05_13,7800,empty file
2018_05_13,7200,empty file
2018_05_14,0745,empty file
2018_05_14,6907,empty file
2018_05_14,6909,empty file
2018_05_14,4201,empty file
2018_05_14,7880,empty file
2018_05_14,7887,empty file
2018_05_14,4279,empty file
2018_05_14,0509,empty file
2018_05_14,4705,empty file
2018_05_14,0544,empty file
2018_05_14,4785,empty file
2018_05_14,0746,empty file
2018_05_14,7276,empty file
2018_05_14,7876,empty file
2018_05_14,7885,empty file
2018_05_14,4202,empty file
2018_05_14,6944,empty file
2018_05_14,0707,empty file
2018_05_14,4398,empty file
2018_05_14,0709,empty file
2018_05_15,A90,empty file
2018_05_15,A90x,empty file
2018_05_15,4398,empty file
2018_05_16,3297,empty file
2018_05_16,A639,empty file
2018_05_16,4398,empty file
2018_05_16,A90,empty file
2018_05_16,3293,empty file
2018_05_17,4398,empty file
2018_05_17,A639,empty file
2018_05_17,3297,empty file
2018_05_17,A90,empty file
2018_05_17,3293,empty file
2018_05_18,3293,empty file
2018_05_18,3297,empty file
2018_05_18,A639,empty file
2018_05_18,A66,no departures
2018_05_19,A82,no departures
2018_05_19,4780,empty file
2018_05_19,A98,no departures
2018_05_19,A164,
2018_05_19,A639,empty file
2018_05_19,A66,no departures
2018_05_19,A92,no departures
2018_05_20,7800,empty file
2018_05_20,7200,empty file
2018_05_20,3806,empty file
2018_05_20,5503,empty file
2018_05_20,1701,empty file
2018_05_20,7201,empty file
2018_05_20,7801,empty file
2018_05_20,7205,empty file
2018_05_20,7805,empty file
2018_05_20,A66,no departures
2018_05_20,4652,empty file
2018_05_20,0069,empty file
2018_05_21,4398,empty file
2018_05_21,0707,empty file
2018_05_21,0709,empty file
2018_05_21,1739,empty file
2018_05_21,6944,empty file
2018_05_21,4202,empty file
2018_05_21,7276,empty file
2018_05_21,7885,empty file
2018_05_21,7876,empty file
2018_05_21,7883,empty file
2018_05_21,0544,empty file
2018_05_21,0746,empty file
2018_05_21,4785,empty file
2018_05_21,0509,empty file
2018_05_21,4705,empty file
2018_05_21,4279,empty file
2018_05_21,6907,empty file
2018_05_21,4201,empty file
2018_05_21,6909,empty file
2018_05_21,7887,empty file
2018_05_21,7880,empty file
2018_05_21,0745,empty file
2018_05_22,A66,no departures
2018_05_22,4398,empty file
2018_05_23,3293,empty file
2018_05_23,4398,empty file
2018_05_23,3297,empty file
2018_05_24,3293,empty file
2018_05_24,A20,no departures
2018_05_24,3297,empty file
2018_05_24,A639,empty file
2018_05_24,4398,empty file
2018_05_25,3510,missing state
2018_05_25,6658,missing state
2018_05_25,3293,empty file
2018_05_25,3260,missing state
2018_05_25,3860,missing state
2018_05_25,8941,missing state
2018_05_25,A639,empty file
2018_05_25,3297,empty file
2018_05_25,0049,empty file
2018_05_25,3855,missing state
2018_05_25,3896,missing state
2018_05_25,1174,missing state
2018_05_25,A66,no departures
2018_05_26,7838,missing state
2018_05_26,A639,empty file
2018_05_26,A90,empty file
2018_05_26,4780,empty file
2018_05_26,A66,no departures
2018_05_27,A90,empty file
2018_05_27,4780,empty file
2018_05_27,7205,empty file
2018_05_28,A152,empty file
2018_05_28,7285,empty file
2018_05_29,3860,missing state
2018_05_29,A169,empty file
2018_05_29,3731,missing state
2018_05_29,4398,empty file
2018_05_29,2101,empty file
2018_05_30,4398,empty file
2018_05_30,A94,missing state
2018_05_31,4398,empty file
2018_05_31,A639,empty file
2018_05_31,3297,empty file
2018_05_31,A20,no departures
2018_05_31,3293,empty file
2018_06_01,A639,empty file
2018_06_01,3910,missing state
2018_06_01,3200,empty file
2018_06_01,3800,empty file
2018_06_01,0041,empty file
2018_06_01,3201,empty file
2018_06_01,3297,empty file
2018_06_01,4600,empty file
2018_06_01,A66,no departures
2018_06_01,5403,empty file
2018_06_01,A20.,empty file
2018_06_01,3861,no departures
2018_06_01,1101,empty file
2018_06_01,7205,empty file
2018_06_01,3256,missing state
2018_06_01,3293,empty file
2018_06_01,3805,empty file
2018_06_01,3205,empty file
2018_06_02,5197,empty file
2018_06_02,0442,empty file
2018_06_02,0684,empty file
2018_06_02,5101,empty file
2018_06_02,3292,empty file
2018_06_02,3895,empty file
2018_06_02,3892,empty file
2018_06_02,A90,empty file
2018_06_02,4101,empty file
2018_06_02,4183,empty file
2018_06_02,1636,empty file
2018_06_02,3888,empty file
2018_06_02,3897,empty file
2018_06_02,3297,empty file
2018_06_02,1133,empty file
2018_06_02,0440,empty file
2018_06_02,4104,empty file
2018_06_02,4103,empty file
2018_06_02,3742,empty file
2018_06_02,6201,empty file
2018_06_02,A639,empty file
2018_06_02,A66,no departures
2018_06_02,4102,empty file
2018_06_02,4397,empty file
2018_06_02,6601,empty file
2018_06_02,6683,empty file
2018_06_02,A20,no departures
2018_06_02,0453,empty file
2018_06_02,4651,empty file
2018_06_02,7285,empty file
2018_06_03,7205,empty file
2018_06_03,7805,empty file
2018_06_03,0069,empty file
2018_06_03,4652,empty file
2018_06_03,7201,empty file
2018_06_03,7801,empty file
2018_06_03,5503,empty file
2018_06_03,1701,empty file
2018_06_03,7800,empty file
2018_06_03,7200,empty file
2018_06_03,7285,empty file
2018_06_04,7880,empty file
2018_06_04,7276,empty file
2018_06_04,7876,empty file
2018_06_04,7885,empty file
2018_06_04,6944,empty file
2018_06_04,A20,no departures
2018_06_04,4398,empty file
2018_06_05,A90,empty file
2018_06_05,A98,
2018_06_05,A66,no departures
2018_06_05,4398,empty file
2018_06_05,A89,no departures
2018_06_06,A98,no departures
2018_06_06,3297,empty file
2018_06_06,4330,empty file
2018_06_06,4306,empty file
2018_06_06,A639,empty file
2018_06_06,4398,empty file
2018_06_06,4324,empty file
2018_06_06,3215,empty file
2018_06_06,3223,empty file
2018_06_06,3293,empty file
2018_06_06,4332,empty file
2018_06_06,3221,empty file
2018_06_07,4398,empty file
2018_06_07,A639,empty file
2018_06_07,3297,empty file
2018_06_07,A84,no departures
2018_06_07,3293,empty file
2018_06_07,3832,no departures
2018_06_07,3936,no departures
2018_06_08,3293,empty file
2018_06_08,3297,empty file
2018_06_08,A639,empty file
2018_06_09,A20,no departures
2018_06_09,4780,empty file
2018_06_09,A639,empty file
2018_06_09,A98,no departures
